_id,CREATIONDATE,OBJECTDESC,TITLE,CLOSEDDATETIME,CASECLOSUREREASONDESCRIPTION
5117,2025-01-29 00:00:00,"3534 N 96TH ST, MILWAUKEE, WI, 53222-2620",Area Dark,2025-01-29 00:00:00,
5118,2025-01-29 00:00:00,2477 S HOWELL AV,Graffiti,2025-01-29 00:00:00,Graffiti all over the call box. This has been here a very long time. Don't you have a crew that is supposed to be taking care of this? Bay view is filled with Graffiti!!!
5119,2025-01-29 00:00:00,"3476 N BARTLETT AV, MILWAUKEE, WI, 53211-2801",Rats or Rat Harborage,,Rats in the front yard by the porch.
5120,2025-01-29 00:00:00,"3714 N 26TH ST, MILWAUKEE, WI, 53206-1336",Garbage Cart: Missing,,Someone stole one of my garbage cans I had two and now there’s only one.
5121,2025-01-29 00:00:00,182 E LINCOLN AV,Graffiti,2025-01-29 00:00:00,Graffiti all over the call box .
5122,2025-01-29 00:00:00,"3355 N OAKLAND AV, MILWAUKEE, WI, 53211-0000",Rats or Rat Harborage,2025-01-30 00:00:00,Saw them in the alley.
5123,2025-01-29 00:00:00,"3357 N OAKLAND AV, MILWAUKEE, WI, 53211-3012",Rats or Rat Harborage,,Saw them in the alley.
5124,2025-01-29 00:00:00,"3350 N BARTLETT AV, MILWAUKEE, WI, 53211-3024",Rats or Rat Harborage,,Saw them in the alley.
5125,2025-01-29 00:00:00,"3354 N BARTLETT AV, MILWAUKEE, WI, 53211-3024",Rats or Rat Harborage,2025-01-30 00:00:00,Saw them in the alley.
5126,2025-01-29 00:00:00,"2457 N 53RD ST, MILWAUKEE, WI, 53210-2721",Garbage Cart: No Cart,,Cart missing/gone after last garbage collection.
5127,2025-01-29 00:00:00,"1273 N 45TH ST, MILWAUKEE, WI, 53208-2736",Christmas Tree Pickup,2025-01-30 00:00:00,1 Christmas tree
5128,2025-01-29 00:00:00,"316 E HOWARD AV, MILWAUKEE, WI, 53207-3924",Bulky Pickup & San Inspector Notification,2025-01-29 00:00:00,I have some items near the curb for pickup. Thanks!
5129,2025-01-29 00:00:00,"234 W ALLERTON AV, MILWAUKEE, WI, 53207-4912",Clogged Catch Basin/Surface Flooding,,The City repaired the water main.  The storm water inlets/catch basins on 3rd & Allerton (NE & NW corners) are clogged.  3rd Street has partial flooding.  Allerton has flooding in front of driveway approaches.  Please fix the catch basins.  Thank you.
5130,2025-01-29 00:00:00,"8242 W LUSCHER AV, MILWAUKEE, WI, 53218-3641",Trim City Tree,,"The large tree on the front of my house, branches are encroaching about 8 to 10 feet from my house. There has been several large and small branches falling from the tree"
5131,2025-01-29 00:00:00,"178 N 90TH ST, MILWAUKEE, WI, 53226-4510",INFO ONLY: Recycling Collection Day Information Request,2025-01-29 00:00:00,
5132,2025-01-29 00:00:00,"4572 N 40TH ST, MILWAUKEE, WI, 53209-5808",INFO ONLY: Garbage Collection Day Information Request,2025-01-29 00:00:00,
5133,2025-01-29 00:00:00,"4978 N 55TH ST, MILWAUKEE, WI, 53218-4231",City-Owned Vacant Lot Cleanup,2025-01-30 00:00:00,suitcases and bins and garbage dumped in the middle of the street on 55 th and Fairmount
5134,2025-01-29 00:00:00,"4119 N 16TH ST, MILWAUKEE, WI, 53209-6914",Dead Animal,2025-01-29 00:00:00,Dead raccoon in street
5135,2025-01-29 00:00:00,"178 N 90TH ST, MILWAUKEE, WI, 53226-4510",INFO ONLY: Garbage Disposal Info Request,2025-01-29 00:00:00,Tree is flocked.  Must take to self help center.  5245648
5136,2025-01-29 00:00:00,"5158 N SHERMAN BL, MILWAUKEE, WI, 53209-5260",Missed Collection: Recycling,2025-01-29 00:00:00,
5137,2025-01-29 00:00:00,"2922 S 47TH ST, MILWAUKEE, WI, 53219-3432",Christmas Tree Pickup,2025-01-30 00:00:00,
5138,2025-01-29 00:00:00,"2022 N BOOTH ST, MILWAUKEE, WI, 53212-3404",Christmas Tree Pickup,,4 trees have been sitting there since 12/26
5139,2025-01-29 00:00:00,"10415 W VILLARD AV, MILWAUKEE, WI, 53225-4028",Special Services Callback,,"Pls call caller who is upset and stated wants to discuss the decision from dept which is unacceptable since when has this been an issue of the dept not collecting a christmas tree.  ucc read the notes See closed noted rec 5245648, 5242977"
5140,2025-01-29 00:00:00,5801 W WASHINGTON BL,Street Light Out,2025-01-29 00:00:00,Street lights are out starting at 59th and Washington to 47th and Washington Blvd.
5141,2025-01-29 00:00:00,"3239 N 8TH ST, MILWAUKEE, WI, 53206-2803",Area Dark,,"Burleigh to Keefe, 8th - 12th"
5142,2025-01-29 00:00:00,"1810 W ROGERS ST, MILWAUKEE, WI, 53204-3754",Garbage Cart: Missing,,"duplex, only 1g cart on site"
5143,2025-01-29 00:00:00,"2202 W HOWARD AV, MILWAUKEE, WI, 53221-1936",Property Not Recorded Properly,,"NON OWNER OCCUPIED, NOT RECORDED."
5144,2025-01-29 00:00:00,"1227 N 28TH ST, MILWAUKEE, WI, 53208-2913",Christmas Tree Pickup,2025-01-30 00:00:00,
5145,2025-01-29 00:00:00,"3047 N 45TH ST, MILWAUKEE, WI, 53210-1718","Parking on Unapproved Surface, Private Property",,placard
5146,2025-01-29 00:00:00,"2130 E BRADFORD AV, 4",Graffiti,2025-01-30 00:00:00,bus shelter covered in graffiti on Maryland Ave at Bradford.
5147,2025-01-29 00:00:00,"3622 N 100TH ST, MILWAUKEE, WI, 53222-2428",Christmas Tree Pickup,2025-01-30 00:00:00,
5148,2025-01-29 00:00:00,"1635 N 29TH ST, MILWAUKEE, WI, 53208-2010",City-Owned Building Cleanup,2025-01-31 00:00:00,Lots of garbage dumped in the rear of this city owned property
5149,2025-01-29 00:00:00,"2130 E VOLLMER AV, MILWAUKEE, WI, 53207-3145",Bulky Pickup & San Inspector Notification,2025-01-30 00:00:00,Two 3 seat couches located at curb in front of house.
5150,2025-01-29 00:00:00,"140 W SAVELAND AV, MILWAUKEE, WI, 53207-3872",Stop Sign,,"One of the stop signs facing wrong direction, notified x3015"
5151,2025-01-29 00:00:00,"9827 W METCALF PL, MILWAUKEE, WI, 53222-2436",Christmas Tree Pickup,2025-01-30 00:00:00,Req #5251316. tree not collected
5152,2025-01-29 00:00:00,"1332 E CRAWFORD AV, MILWAUKEE, WI, 53207-4036",Christmas Tree Pickup,2025-01-30 00:00:00,
5153,2025-01-29 00:00:00,"3252 S TAYLOR AV, MILWAUKEE, WI, 53207-2726",Christmas Tree Pickup,2025-01-30 00:00:00,
5154,2025-01-29 00:00:00,"3912 S 1ST PL, MILWAUKEE, WI, 53207-4308",Missed Collection: Garbage,2025-01-30 00:00:00,
5155,2025-01-29 00:00:00,"6864 N 85TH ST, MILWAUKEE, WI, 53224-4834",Christmas Tree Pickup,2025-01-30 00:00:00,2 X-mas trees & 3 wreaths.
5156,2025-01-29 00:00:00,"2720 S BURRELL ST, MILWAUKEE, WI, 53207-2012",Christmas Tree Pickup,2025-01-30 00:00:00,
5157,2025-01-29 00:00:00,"3162 S ADAMS AV, MILWAUKEE, WI, 53207-2704",Christmas Tree Pickup,2025-01-30 00:00:00,To the Left of our recycling and garbage bins.
5158,2025-01-29 00:00:00,"3047 N 45TH ST, MILWAUKEE, WI, 53210-1718",Interior of Building in Disrepair,,placard
5159,2025-01-29 00:00:00,"3544 N TEUTONIA AV, MILWAUKEE, WI, 53206-2328",City-Owned Building Cleanup,2025-01-31 00:00:00,"Please clean/remove any and all debris from the front, side and rear of the property."
5160,2025-01-29 00:00:00,"3128 W ST PAUL AV, MILWAUKEE, WI, 53208-4247",Icy Road,2025-01-31 00:00:00,"Curb, parking lane and traffic lane have lots of ice. No vehicle can drive safely on parking lane. Large legth of ICE"
5161,2025-01-29 00:00:00,"1227 N 28TH ST, MILWAUKEE, WI, 53208-2913",Christmas Tree Pickup,2025-01-30 00:00:00,Ald. District 4 referral.
5162,2025-01-29 00:00:00,"5105 N 48TH ST, MILWAUKEE, WI, 53218-4445",Recycling Cart: Damaged,2025-01-31 00:00:00,"1-family, r-cart tagged damaged. Not sure what damage, but notice says replacement needed. If able, put addr on."
5163,2025-01-29 00:00:00,"3114 W JUNEAU AV, MILWAUKEE, WI, 53208-2936",Christmas Tree Pickup,2025-01-31 00:00:00,Ald. District 4 referral.
5164,2025-01-29 00:00:00,"3720 N 3RD ST, MILWAUKEE, WI, 53212-4112",Scattered Litter and Debris on Private Property,,A dump site for garbage and junk at this address and and next door at 3724
5165,2025-01-29 00:00:00,"3724 N 3RD ST, MILWAUKEE, WI, 53212-4112",Scattered Litter and Debris on Private Property,,A dump site for garbage and junk at this address and and next door at 3720
5166,2025-01-28 00:00:00,"1803 S 6TH ST, MILWAUKEE, WI, 53204-3911",Missed Collection: Recycling,2025-01-28 00:00:00,Recycling has not been picked up no room left to recycle
5167,2025-01-28 00:00:00,"1803 S 6TH ST, MILWAUKEE, WI, 53204-3911",Recycling Cart: Damaged,,2 recycling bins are very badly damaged
5168,2025-01-28 00:00:00,"3322 N 81ST ST, MILWAUKEE, WI, 53222-3814",Christmas Tree Pickup,,
5169,2025-01-28 00:00:00,"3051 A S 41ST ST, MILWAUKEE, WI, 53215-3562","Parking on Unapproved Surface, Private Property",2025-01-28 00:00:00,He is parking that van in the backyard. The entire front end is in the backyard. That means it is directly by my house. It is so frustrating reporting the same thing over and over again.
5170,2025-01-28 00:00:00,8730 W PALMETTO AV,Street Light Out,2025-01-28 00:00:00,Dead street lights for over a year. Nothing has been done. Reported to city worker verbally.
5171,2025-01-28 00:00:00,8730 W PALMETTO AV,Street Light Out,2025-01-28 00:00:00,Whole block light streets dead for over a year. Verbally reported to a city worker. Nothing has been done.
5172,2025-01-28 00:00:00,"3190 S 85TH ST, MILWAUKEE, WI, 53227-4666",Garbage Cart: Additional,,We only have one garbage can and need a second.
5173,2025-01-28 00:00:00,"9804 W BELOIT RD, 5, MILWAUKEE, WI, 53227-4235",Stop Sign,,Stop sign is down on the ground
5174,2025-01-28 00:00:00,"9537 W LORRAINE PL, MILWAUKEE, WI, 53222-4539",Area Dark,2025-01-28 00:00:00,"Entire area dark AGAIN last night, & the night before,& the night before, in fact, a WEEK now with no street lights. Car alarms going off, can't see anything...Will we EVER have lights again?>???"
5175,2025-01-28 00:00:00,"3409 S 81ST ST, MILWAUKEE, WI, 53219-3833",Miscellaneous Street Maintenance Request,2025-01-29 00:00:00,"Street cleaning needed on Holt Ave between South 80th to 84th Street. Along with side streets (80th, 81st, 82nd, 83rd street) from Morgan to Holt. Plows left chunks of asphalt and debris in roads after last snow event."
5176,2025-01-27 00:00:00,"2420 W ATKINSON AV, MILWAUKEE, WI, 53209-6625",Missed Collection: Recycling,2025-01-29 00:00:00,"on time but not emptied for entire alley, please collect"
5177,2025-01-27 00:00:00,"3779 S 93RD ST, MILWAUKEE, WI, 53228-1615",Missed Collection: Recycling,2025-01-28 00:00:00,"Not collected today as schedule, cart will remain at collection point. Please send a crew to collect."
5178,2025-01-27 00:00:00,"3900 N 13TH ST, MILWAUKEE, WI, 53206-3016",Missed Collection: Recycling,2025-01-28 00:00:00,No recycle pickup since November 2024
5179,2025-01-27 00:00:00,"2624 N 60TH ST, MILWAUKEE, WI, 53210-2245",Leaf Pickup Request (DO NOT USE),,
5180,2025-01-27 00:00:00,"518 E LINCOLN AV, MILWAUKEE, WI, 53207-1721",Construction Concerns,2025-01-28 00:00:00,sign and poorly covered holes in Lincoln Ave for over a month. cars park next to North barricade causing bottle neck in eastbound lane. get some steel plates or no parking signs out there please
5181,2025-01-27 00:00:00,"3200 S 20TH ST, MILWAUKEE, WI, 53215-4442",Construction Concerns,,BETWEEN ECULID AND OHIO CONSTRUCTION HAS KNOCKED OVER AND RAN OVER
5182,2025-01-27 00:00:00,"2953 A S 12TH ST, MILWAUKEE, WI, 53215-3819",Garbage Cart: Missing,,Cart has been missing for a little over 6 months.
5183,2025-01-27 00:00:00,"2503 N 48TH ST, MILWAUKEE, WI, 53210-2846",Furniture Discarded on Private Property,2025-01-27 00:00:00,Furniture
5184,2025-01-26 00:00:00,"2119 N 29TH ST, MILWAUKEE, WI, 53208-0000",All Other Signs,,MISSING MULTIPLE SIGNS OF NO PARKING JANUARY ON 2100 AND 2200 BLOCK ODD SIDE OF N 29TH ST
5185,2025-01-26 00:00:00,"6720 N 75TH ST, MILWAUKEE, WI, 53223-5608",Potholes,2025-01-28 00:00:00,Numerous pot holes causing flat tires 2 really big ones
5186,2025-01-26 00:00:00,"7481 N 42ND ST, MILWAUKEE, WI, 53209-1915",Recycling Cart: Damaged,2025-01-27 00:00:00,There are large cracks around the bar that the cart is picked up by.
5187,2025-01-26 00:00:00,"2169 N 51ST ST, MILWAUKEE, WI, 53208-1134",Christmas Tree Pickup,2025-01-27 00:00:00,Christmas Tree Pickup
5188,2025-01-25 00:00:00,"8917 W METCALF PL, MILWAUKEE, WI, 53222-2724",Christmas Tree Pickup,,nope
5189,2025-01-25 00:00:00,"2201 W SUNBURY CT, MILWAUKEE, WI, 53215-4847",Potholes,,"The potholes turning into Sunbury court are Hugh and have not been repaired. This has caused damage to car because u can’t move over as there is another pothole.
All of SOUTHLAWN ST and ALLEY’s are in desperate need of being repaired."
5190,2025-01-25 00:00:00,"2750 N GRANT BL, MILWAUKEE, WI, 53210-2422",Historic Preservation Violation,,Property on Historic Registry - Owner replaced basement windows with glass block windows that are not historically accurate. Per the last COA in regards to glass block on 2879 N Grant - This is a violation and must be rectified. Please issue orders to replace the glass block windows with historically accurate sashes. Windows are all visible from the street and detract from the historic nature of the neighborhood.
5191,2025-01-25 00:00:00,"2228 W VERONA CT, MILWAUKEE, WI, 53215-4843",Potholes,,Potholes need to be covered and the existing one that were repaired but is now damaged need to be fixed please.
5192,2025-01-25 00:00:00,"2228 W VERONA CT, MILWAUKEE, WI, 53215-4843",Potholes,,Alley has potholes throughout the whole alley way.
5193,2025-01-25 00:00:00,"1229 W KEEFE AV, MILWAUKEE, WI, 53206-3044",Parking Enforcement X8350 Internal Transfer,2025-01-25 00:00:00,C2502847 cancelled
5194,2025-01-25 00:00:00,"1229 W KEEFE AV, MILWAUKEE, WI, 53206-3044",Miscellaneous Internal Transfer,2025-01-25 00:00:00,6177 Cancel
5195,2025-01-25 00:00:00,"2861 N 88TH ST, MILWAUKEE, WI, 53222-4647",Christmas Tree Pickup,,
5196,2025-01-25 00:00:00,"4902 S 27TH ST, MILWAUKEE, WI, 53221-2606",Barricade or Guardrail Problem,,The northeast corner of S. 27th St and W. Carpenter has had comes and barricades in a pile obstructing traffic for the last ? 6months? I originally called this in for a sink hole that was there. Not sure the issue now but the problem is not being completed and the pile of cones and barricades isn’t helping anyone. I guess remove them or fix the issue or both?
5197,2025-01-25 00:00:00,"1306 S 24TH ST, MILWAUKEE, WI, 53204-1919",Garbage Cart: No Cart,,stolen
5198,2025-01-25 00:00:00,"1306 S 24TH ST, MILWAUKEE, WI, 53204-1919",Recycling Cart: No Cart,,stolen
5199,2025-01-25 00:00:00,"2846 N 11TH ST, MILWAUKEE, WI, 53206-3260",Scattered Litter and Debris on Private Property,,scattered debris on property
5200,2025-01-25 00:00:00,"3121 N 10TH ST, MILWAUKEE, WI, 53206-3253",Scattered Litter and Debris on Private Property,,Mess in yard
5201,2025-01-25 00:00:00,"4574 N 47TH ST, MILWAUKEE, WI, 53218-5257",Missed Collection: Garbage,,missed collection
5202,2025-01-25 00:00:00,"4200 S 52ND ST, MILWAUKEE, WI, 53220-3208",Garbage Supervisor Notification,,The garbage was not picks up on the scheduled day. Neighbors across the street had theirs picked up but no alley pick up for January 24.
5203,2025-01-25 00:00:00,"2573 N 45TH ST, MILWAUKEE, WI, 53210-2915",Bulky Pickup & San Inspector Notification,,4 mattresses left on alley behind unoccupied house
5204,2025-01-25 00:00:00,"2208 N 49TH ST, MILWAUKEE, WI, 53208-1105",Missed Collection: Garbage,,missed collection
5205,2025-01-25 00:00:00,"6920 W CENTER ST, MILWAUKEE, WI, 53210-0000",Missed Collection: Garbage,,"Yet again, garbage was put out at 6am and hasn’t been picked up at all the entire day."
5206,2025-01-25 00:00:00,1311 N 6TH ST,Street Light Out,2025-01-26 00:00:00,Several street lights burnt out at the intersection of N 6th St and W McKinley Ave.  It is dark at this intersection and dangerous for pedestrian crossing.
5207,2025-01-25 00:00:00,1030 N 6TH ST,Potholes,,Several potholes in the area but one very large pothole on the north bound lanes of N. 6th St. at W. Highland Ave.
5208,2025-01-25 00:00:00,1166 N 50TH ST,Potholes,,Many large potholes on N. Alois St between W. State St and W Vliet St
5209,2025-01-25 00:00:00,"3619 S PINE AV, MILWAUKEE, WI, 53207-3433",Rats or Rat Harborage,,"House 3619 S Pine Ave, Milwaukee WI 53207 is taking care and feeding a rat family in their yard. I want to remain anonymous. Please have these rats removed. We do not need them spreading. The owner has been taking care of these rats and feeding them for weeks now!"
5210,2025-01-25 00:00:00,"2174 N 40TH ST, MILWAUKEE, WI, 53208-1338",Miscellaneous Street Maintenance Request,,"The street lights on the side of my house does not come on which makes it too dark and it makes it accessible for someone to hide and try to rob me I work second and third shift so it's dark when I leave and come home if someone can get out here and put some lights up it'll be great. 
And I'm referring to the street lights that's on the side of the house of 2174 the street lights that's right by my back door."
5211,2025-01-25 00:00:00,"4810 W BLUE MOUND RD, MILWAUKEE, WI, 53208-3649",Christmas Tree Pickup,,
5212,2025-01-25 00:00:00,"2269 N 59TH ST, MILWAUKEE, WI, 53208-1041",Missed Collection: Recycling,2025-01-25 00:00:00,Cart was tucked next to house as I believe it should be. I have since moved to curb.
5213,2025-01-25 00:00:00,"2112 S 24TH ST, MILWAUKEE, WI, 53215-2507",Missed Collection: Recycling,2025-01-25 00:00:00,Third request submitted: recycling carts have not been emptied since beginning of December. Two full carts. Have not been emptied every 15-20 days as per the winter schedule.
5214,2025-01-25 00:00:00,"2538 S LOGAN AV, MILWAUKEE, WI, 53207-1836",Christmas Tree Pickup,,Thank you!
5215,2025-01-25 00:00:00,"4154 N 40TH ST, MILWAUKEE, WI, 53216-1604",Missed Collection: Garbage,,whole block
5216,2025-01-25 00:00:00,"4214 N 83RD ST, MILWAUKEE, WI, 53222-1808",Missed Collection: Garbage,2025-01-25 00:00:00,
5217,2025-01-25 00:00:00,"2237 W ALVINA AV, MILWAUKEE, WI, 53221-4942",Christmas Tree Pickup,,Christmas tree pickup
5218,2025-01-25 00:00:00,"4353 N 82ND ST, MILWAUKEE, WI, 53222-1998",Missed Collection: Garbage,2025-01-25 00:00:00,
5219,2025-01-25 00:00:00,"2261 N 59TH ST, MILWAUKEE, WI, 53208-1041",Missed Collection: Recycling,2025-01-25 00:00:00,Recycling truck came the morning of 1/25 and only picked up 2 carts on our entire block even though it is currently winter collection
5220,2025-01-25 00:00:00,"1220 E LOCUST ST, 101, MILWAUKEE, WI, 53212-2680",Drainage or Standing Water Not Related to a Clogged Catch Basin,,water main break
5221,2025-01-25 00:00:00,"3172 S 39TH ST, MILWAUKEE, WI, 53215-4015",Christmas Tree Pickup,,Tree will be left at the curb and will be ready to pick up on Monday 1/27
5222,2025-01-25 00:00:00,"2603 W MICHIGAN ST, MILWAUKEE, WI, 53233-0000",No Heat,,no heat in building
5223,2025-01-25 00:00:00,"5266 N 28TH ST, MILWAUKEE, WI, 53209-4943",Missed Collection: Recycling,2025-01-25 00:00:00,My recycles has not been picked up on the scheduled day.
5224,2025-01-25 00:00:00,"5902 N 72ND ST, MILWAUKEE, WI, 53218-1824",Scattered Litter and Debris on Private Property,,"There is a large pile of trash/debris in rear of the property, along the fence"
5225,2025-01-24 00:00:00,"204 W RESERVOIR AV, 3, MILWAUKEE, WI, 53212-3728",Bulky Pickup & San Inspector Notification,2025-01-25 00:00:00,
5226,2025-01-24 00:00:00,"1335 N 46TH ST, MILWAUKEE, WI, 53208-0000",City Tree or Bush Trimming Clean Up,,LEAF PICKUP REQUEST // NEIGHBORHOOD REQUESTING LEAF COLLECTION AT LOCATION IN SOUTHBOUND TRAFFIC LANE CONSOLIDATED ON OR BEFORE DECEMBER 1ST 2024 // REQUEST COMPLETION BEFORE FEB ALTERNATIVE SIDE PARKING START // THANK YOU
5227,2025-01-24 00:00:00,1723 S 29TH ST,Street Light Out,,S 29th street between Mitchell and Burnham
5228,2025-01-24 00:00:00,567 N 93RD ST,Sidewalks Not Shoveled (adjacent to Private Property),,Snow not cleared from sidewalk
5229,2025-01-24 00:00:00,"1700 W WISCONSIN AV, MILWAUKEE, WI, 53233-0000",Icy Road,,
5230,2025-01-24 00:00:00,"1920 W GOLDCREST AV, MILWAUKEE, WI, 53221-5075",Missed Collection: Garbage,2025-01-24 00:00:00,
5231,2025-01-24 00:00:00,"4731 S 21ST ST, MILWAUKEE, WI, 53221-2905",Garbage Cart: No Cart,,"sfh, only cart was taken by the crew."
5232,2025-01-23 00:00:00,3743 S 91ST ST,Christmas Tree Pickup,2025-01-24 00:00:00,Christmas tree
5233,2025-01-23 00:00:00,"2750 N 95TH ST, MILWAUKEE, WI, 53222-4509",Area Dark,,"street lights went out again overnight. 95th, lorraine, & 97th"
5234,2025-01-23 00:00:00,"2412 N 53RD ST, MILWAUKEE, WI, 53210-2720",INFO ONLY: Garbage Collection Day Information Request,2025-01-23 00:00:00,
5235,2025-01-23 00:00:00,"3341 N 47TH ST, MILWAUKEE, WI, 53216-3313",Missed Collection: Garbage,,cart was out Tuesday night. caller states on both sides of the street as well all neighbors have carts still full at the curb
5236,2025-01-23 00:00:00,"3715 N 2ND ST, MILWAUKEE, WI, 53212-1510",Christmas Tree Pickup,,tree is placed curbside
5237,2025-01-23 00:00:00,"4532 W WELLS ST, MILWAUKEE, WI, 53208-3151",Missed Collection: Recycling,2025-01-23 00:00:00,All houses on block missed recycle.
5238,2025-01-23 00:00:00,"3700 S ALABAMA AV, MILWAUKEE, WI, 53207-4005",Missed Collection: Garbage,2025-01-23 00:00:00,Entire alley homes with full GCarts no collections per caller
5239,2025-01-23 00:00:00,8055 W FAIRLANE AV,Settlement,,Snow plow drivers report there is a 10 inch drop at this location causing quite the drop.
5240,2025-01-22 00:00:00,"9826 W MENOMONEE PARK CT, MILWAUKEE, WI, 53225-2501",Missed Collection: Additional Items,,"2 small desks out, auto route, less than 1 yard"
5241,2025-01-22 00:00:00,"2179 N 52ND ST, MILWAUKEE, WI, 53208-1136",Leaf Pickup Request,,In the front of house
5242,2025-01-22 00:00:00,"5301 N TEUTONIA AV, MILWAUKEE, WI, 53209-0000",No Heat,2025-01-22 00:00:00,Report of no heat. The property owner is not responding. The apartment # is 315.
5243,2025-01-22 00:00:00,"2841 W HIGHLAND BL, MILWAUKEE, WI, 53208-0000",No Heat,2025-01-22 00:00:00,Report of no heat in Apt. #307.
5244,2025-01-22 00:00:00,2239 N HUMBOLDT AV,Settlement,,"A deep settlement in the North bound, Right turn lane, 50’ South of North Ave."
5245,2025-01-22 00:00:00,2057 N COMMERCE ST,Potholes,,Several deep potholes in the North bound lane of Humboldt between Commerce and North Ave.
5246,2025-01-22 00:00:00,"7702 N EDGEWORTH DR, MILWAUKEE, WI, 53223-4323",Missed Collection: Additional Items,,"Recycling pickup was missed on Tuesday January 21, 2025 as scheduled in your on-line calendar.  It looks like the entire street was missed as there are carts set out up and down the road."
5247,2025-01-22 00:00:00,"3834 S 1ST ST, MILWAUKEE, WI, 53207-3825",Christmas Tree Pickup,,
5248,2025-01-22 00:00:00,"1726 S 31ST ST, MILWAUKEE, WI, 53215-0000",Light Pole Splice Box Open,2025-01-22 00:00:00,
5249,2025-01-22 00:00:00,"10213 W TERRA AV, MILWAUKEE, WI, 53224-2600",Missed Collection: Garbage,,Garbage cans were placed at curb Monday night at 9:00pm. I don’t understand why they did not pick up the garbage.
5250,2025-01-22 00:00:00,"4839 N 110TH ST, MILWAUKEE, WI, 53225-3807",Christmas Tree Pickup,,
5251,2025-01-22 00:00:00,"8917 W DOGWOOD ST, MILWAUKEE, WI, 53224-4015",INFO ONLY: Garbage Collection Day Information Request,2025-01-22 00:00:00,
5252,2025-01-22 00:00:00,"3354 N 28TH ST, MILWAUKEE, WI, 53216-3804",Missed Collection: Garbage,2025-01-22 00:00:00,Neighbors carts are emptied not our cart including xtra bags
5253,2025-01-22 00:00:00,"10059 W ARCH AV, MILWAUKEE, WI, 53224-2772",INFO ONLY: Garbage Collection Day Information Request,2025-01-22 00:00:00,"ASL, yesterday was pickup day, wcb after 3pm today"
5254,2025-01-22 00:00:00,"5542 N 38TH ST, MILWAUKEE, WI, 53209-4741",Large Items Discarded on Private Property,2025-01-22 00:00:00,large boxes and furniture has been sitting for weeks and blowing all over the alley
5255,2025-01-22 00:00:00,"5547 N 37TH ST, MILWAUKEE, WI, 53209-4733",Large Items Discarded on Private Property,2025-01-22 00:00:00,Furniture and debris not picked up for weeks-dumped at the garage
5256,2025-01-22 00:00:00,"5688 S LORENE AV, MILWAUKEE, WI, 53221-4022",Garbage Cart Collection Request: Cart Not at Collection Point,2025-01-23 00:00:00,ASL Route. 3ft apart unknown if a car was in the way of the 2nd cart
5257,2025-01-21 00:00:00,"4878 N 55TH ST, MILWAUKEE, WI, 53218-4229",Garbage Supervisor Notification,,"Wants g-sup'v call to discuss also.  Says this entire street side missed today when other street side collected, not just 1 missed here; please empty entire area.-"
5258,2025-01-21 00:00:00,"732 S 23RD ST, MILWAUKEE, WI, 53204-1024",Garbage Cart: Missing,,My garbage and recycling bins are missing.
5259,2025-01-21 00:00:00,"6945 N 76TH ST, MILWAUKEE, WI, 53223-0000",No Heat,2025-01-21 00:00:00,NO HOT WATER
5260,2025-01-21 00:00:00,"1433 W GREENFIELD AV, MILWAUKEE, WI, 53204-2765",Parking Enforcement X8350 Internal Transfer,2025-01-21 00:00:00,Caller requesting ticket escalate to tow C2502308
5261,2025-01-20 00:00:00,"1817 N MARTIN L KING JR DR, 2, MILWAUKEE, WI, 53212-0000",Potholes,,
5262,2025-01-20 00:00:00,1751 N MARTIN L KING JR DR,Potholes,,
5263,2025-01-20 00:00:00,"1900 N MARTIN L KING JR DR, MILWAUKEE, WI, 53212-3642",Potholes,,
5264,2025-01-20 00:00:00,"3201 N BUFFUM ST, MILWAUKEE, WI, 53212-0000",Garbage Cart: Damaged,,2 garbage cart lids broken. Need replacement lids.
5265,2025-01-20 00:00:00,"2718 N 60TH ST, MILWAUKEE, WI, 53210-0000",Bump in City Street or Alley,,"multiple sunken in slabs more than a inch deep all over this intersection. Destroying car suspensions every day.As we have to drive through the uneven roller coaster, dilapidated roads. All lanes of traffic. I know city leadership doesn't care about the city roads, it's evident as you drive around the city, but this is an issue."
5266,2025-01-20 00:00:00,"10300 W JONEN ST, MILWAUKEE, WI, 53224-5231",Recycling Cart: Missing,,
5267,2025-01-19 00:00:00,1849 N 5TH ST,Dead Animal,,Dead Possum near the curb on Reservoir. Exact address would be 500 W Reservoir Ave.
5268,2025-01-19 00:00:00,"2020 W VAN BECK WA, MILWAUKEE, WI, 53221-0000",Missed Collection: Garbage,,Garbage wasn’t picked up last week.
5269,2025-01-19 00:00:00,"1020 E PLEASANT ST, 115, MILWAUKEE, WI, 53202-7401",Insufficient Heat,,I took the photo at 10:51 am. Called property management at 11 am and was advised that a person would be sent. I attempted to call again at 6:10 pm with no response followed by a text and as of 6:40 pm I have not heard further since initial contact at 11 am. I previously advised on 12/15/24 that the main radiator in my apartment was not functional even with the valve completely open.
5270,2025-01-19 00:00:00,10205 W GRANTOSA DR,Street Light Out,2025-01-19 00:00:00,Street lights out again.  this is too often.
5271,2025-01-19 00:00:00,"2821 S BURRELL ST, MILWAUKEE, WI, 53207-2033",Bulky Pickup & San Inspector Notification,,Need removal of old loveseat.
5272,2025-01-19 00:00:00,"6134 S 20TH ST, MILWAUKEE, WI, 53221-5051",Christmas Tree Pickup,,Front of house on 20th street
